Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
RNF114,0.9999,1.0889,1.0987,1.0876,0.8275,0.5685,0.3571,0.2091,0.1647,0.1064,0.0
RNF123,0.9999,0.9706,1.083,0.8427,0.3741,0.1272,0.0603,0.0504,0.0411,0.0261,0.0
RNF138,0.9999,1.1179,0.9268,0.4268,0.202,0.1416,0.0752,0.0553,0.0281,0.046,0.0
RNF14,0.9999,1.0337,1.0561,0.9159,0.513,0.192,0.0963,0.0805,0.0672,0.0529,0.0
RNF141,0.9999,0.8991,0.9946,0.9561,0.5689,0.3307,0.1617,0.2141,0.0528,0.0292,0.0
RNF149,0.9999,0.9329,0.932,0.8692,1.045,0.6455,0.3928,0.1785,0.1372,0.1554,0.0
RNF181,0.9999,0.9301,0.9079,0.8874,0.8591,0.6189,0.4626,0.3336,0.2799,0.1368,0.0
RNF20,0.9999,0.9554,0.9376,0.3226,0.1923,0.11,0.0815,0.0745,0.0615,0.034,0.0
RNF213,0.9999,0.9004,0.9623,0.4264,0.2546,0.1836,0.1334,0.1135,0.1298,0.0782,0.0
RNF214,0.9999,0.9169,0.6929,0.3698,0.1395,0.0939,0.0605,0.0438,0.0293,0.0077,0.0
RNF220,0.9999,0.633,0.7631,0.8349,0.7937,0.3025,0.0989,0.0653,0.0656,0.0058,0.0
RNF25,0.9999,0.7498,0.8035,0.791,0.8106,0.459,0.181,0.1045,0.0791,0.0298,0.0
RNF31,0.9999,0.9808,0.7767,0.6315,0.3689,0.2337,0.0929,0.1001,0.0504,0.0103,0.0
RNF34,0.9999,0.915,0.8307,0.6317,0.4217,0.2522,0.2092,0.0176,0.0,0.0606,0.0
RNF40,0.9999,0.9795,0.8823,0.136,0.0868,0.0574,0.0326,0.0322,0.0315,0.016,0.0
RNF7,0.9999,1.0446,1.0453,1.0176,0.9422,0.8407,0.7306,0.4051,0.419,0.4991,0.0
RNGTT,0.9999,0.994,0.988,0.6268,0.1302,0.0719,0.0393,0.0343,0.0208,0.0158,0.0
RNH1,0.9999,1.1692,1.2392,0.9034,0.6651,0.3762,0.065,0.0399,0.0135,0.0126,0.0
RNMT,0.9999,0.9139,0.9638,0.939,0.8412,0.7376,0.4739,0.2017,0.0231,0.0073,0.0
RNPEP,0.9999,0.9879,0.9929,0.8023,0.3563,0.1417,0.0861,0.0657,0.0425,0.0259,0.0
ROCK1,0.9999,0.9921,1.0717,0.8016,0.3199,0.101,0.0643,0.0538,0.0353,0.0171,0.0
ROCK2,0.9999,0.9983,1.0633,0.7732,0.1986,0.0851,0.0579,0.0421,0.0395,0.0161,0.0
RP2,0.9999,1.0987,1.1388,0.8291,0.8842,0.3167,0.1088,0.0341,0.0314,0.0279,0.0
RPA1,0.9999,0.8425,0.7682,0.6026,0.2287,0.0935,0.0466,0.0331,0.0301,0.0205,0.0
RPA3,0.9999,0.968,0.8449,0.7689,0.6025,0.4938,0.4174,0.2607,0.0631,0.0423,0.0
RPAIN,0.9999,0.9895,1.0391,0.8185,0.5096,0.2217,0.0921,0.0717,0.0398,0.0111,0.0
RPAP3,0.9999,0.9818,1.0291,0.8105,0.4599,0.212,0.118,0.0815,0.0962,0.0381,0.0
RPE,0.9999,0.8863,0.9261,0.9305,0.9512,0.7922,0.6049,0.4065,0.1909,0.0884,0.0
RPIA,0.9999,1.3749,0.912,0.9776,0.9152,0.819,0.6867,0.6725,0.8667,0.6581,0.0
RPL10,0.9999,0.6884,0.7553,0.462,0.3984,0.3272,0.2509,0.1093,0.086,0.0645,0.0
RPL10A,0.9999,1.1677,0.9459,0.8511,0.907,0.5823,2.1332,0.4361,0.3396,0.3398,0.0
RPL11,0.9999,1.3049,0.8508,0.3072,0.1939,0.0918,0.3084,0.0449,0.0417,0.02,0.0
RPL12,0.9999,1.1227,1.0426,0.786,0.8288,0.6046,2.1514,1.2901,0.8604,0.1485,0.0
RPL13A,0.9999,1.4936,2.169,1.6401,0.9997,0.476,1.367,0.4207,0.6671,0.6855,0.0
RPL17,0.9999,0.879,1.0874,1.3667,1.7001,0.8208,0.8885,0.419,0.2612,0.2559,0.0
RPL18,0.9999,1.0485,0.8429,0.8356,0.7168,0.7164,0.4128,0.3479,0.4581,0.3567,0.0
RPL18A,0.9999,0.9617,1.1173,0.6804,0.5543,0.3146,0.547,0.1523,0.1915,0.0274,0.0
RPL22,0.9999,1.1227,1.5637,0.9203,0.727,0.7959,0.6647,0.2628,0.0839,0.0579,0.0
RPL23,0.9999,0.9555,1.0093,0.5722,0.4184,0.2069,0.1742,0.0563,0.0342,0.0389,0.0
RPL23A,0.9999,0.8134,1.3235,1.6619,1.4699,1.1978,0.8132,0.4768,0.286,0.2396,0.0
RPL24,0.9999,0.7842,1.2634,0.8501,0.7274,0.4033,0.2272,0.0899,0.0645,0.0495,0.0
RPL27,0.9999,1.0451,1.1704,0.7079,0.7389,0.6958,1.6604,0.7758,0.9913,0.4304,0.0
RPL27A,0.9999,1.2319,1.1966,1.044,1.3946,1.2401,1.5684,1.5929,1.4941,0.6673,0.0
RPL30,0.9999,1.1454,0.9136,0.8469,0.8334,0.3817,1.654,0.7782,1.0253,0.2513,0.0
RPL5,0.9999,0.8518,1.1223,1.1019,0.9776,0.5747,0.2195,0.0922,0.0612,0.0254,0.0
RPL7,0.9999,1.2909,1.2246,0.8897,1.0286,0.5922,1.8543,0.5322,0.9791,0.7238,0.0
RPL8,0.9999,0.9148,0.98,0.8219,0.6105,0.374,0.6646,0.1693,0.1862,0.0536,0.0
RPL9,0.9999,4.1937,3.2938,5.3463,5.9728,5.0434,4.7249,2.9039,4.7336,1.4628,0.0
RPLP0|RPLP0P6,0.9999,0.9961,0.9959,0.6746,0.3175,0.2142,0.4118,0.2436,0.1453,0.0453,0.0
RPLP2,0.9999,0.8416,0.7191,0.614,0.524,0.2949,0.4043,0.4091,1.4386,1.3491,0.0
RPP14,0.9999,1.0172,1.1089,1.1255,1.2873,1.063,0.8704,0.6283,0.2987,0.1724,0.0
RPP25,0.9999,1.1504,1.1029,0.9357,0.9581,0.8139,0.7474,0.4528,0.154,0.0301,0.0
RPP30,0.9999,0.9827,0.8154,0.8233,0.8501,0.7836,0.6847,0.4044,0.1801,0.0561,0.0
RPP38,0.9999,0.8542,0.858,0.623,0.7294,0.312,0.1536,0.098,0.0611,0.0237,0.0
RPRD1B,0.9999,0.9735,0.9597,0.8994,0.4087,0.0678,0.0347,0.0151,0.0168,0.0075,0.0
RPRD2,0.9999,0.8864,0.8555,0.3464,0.0939,0.1013,0.0746,0.0349,0.023,0.0165,0.0
RPS10,0.9999,0.8882,0.972,0.8426,1.1655,0.6384,0.7562,0.2361,0.0991,0.0363,0.0
RPS11,0.9999,1.1383,1.3371,1.085,1.5933,0.9187,1.2537,0.3043,0.183,0.1069,0.0
RPS12,0.9999,1.6772,2.7146,3.1301,2.7709,2.7066,2.2556,0.9299,0.874,0.4322,0.0
RPS13,0.9999,1.301,1.598,1.3235,2.1778,1.0731,1.5817,0.5639,0.2708,0.1929,0.0
RPS14,0.9999,0.994,1.1784,0.49,0.4417,0.3184,0.2338,0.0875,0.0347,0.0067,0.0
RPS15,0.9999,1.4707,1.8282,1.5672,1.929,1.0929,1.0702,0.4973,0.3449,0.3685,0.0
RPS16,0.9999,0.9748,0.9667,1.0503,1.4713,0.9373,1.0181,0.3931,0.1996,0.2088,0.0
RPS17|RPS17L,0.9999,1.1937,1.676,2.282,3.6752,3.365,2.1769,1.3813,0.8851,0.5891,0.0
RPS18,0.9999,1.2013,1.3174,1.1503,1.4843,0.6762,0.8949,0.2401,0.118,0.0442,0.0
RPS19,0.9999,1.4397,1.6861,2.5742,3.5241,2.3869,2.4281,1.4413,1.2591,1.2756,0.0
RPS2,0.9999,1.0274,1.3531,1.1067,0.7084,0.1675,0.1642,0.0502,0.0302,0.0181,0.0
RPS20,0.9999,1.2938,1.5494,2.0096,2.1603,1.3103,1.3448,0.5384,0.598,0.3077,0.0
RPS21,0.9999,1.2969,1.6598,2.6891,3.5712,3.5239,3.1942,2.1323,3.9232,3.3463,0.0
RPS27A,0.9999,1.0178,0.8873,0.652,0.7398,0.6217,0.5418,0.404,0.5744,0.5007,0.0
RPS27L|RPS27,0.9999,1.0543,1.2829,0.7243,0.6124,0.3264,0.4852,0.1477,0.1778,0.0671,0.0
RPS28,0.9999,1.3241,1.9504,3.2349,4.4066,5.1995,7.1874,7.4006,8.1611,6.6992,0.0
RPS3,0.9999,1.147,1.2715,1.3582,1.8004,0.9953,1.308,0.453,0.2594,0.1023,0.0
RPS3A,0.9999,1.023,1.1622,0.8019,0.5713,0.3324,0.4322,0.1119,0.0767,0.0556,0.0
RPS4X,0.9999,1.0742,1.3491,1.1991,1.6441,0.7205,1.1278,0.2627,0.2198,0.1352,0.0
RPS5,0.9999,1.3339,1.1948,0.8413,1.08,0.6144,0.6276,0.1799,0.1479,0.068,0.0
RPS6,0.9999,0.7817,0.9809,1.0032,1.2642,0.5649,0.6478,0.1599,0.1751,0.0879,0.0
RPS6KA1,0.9999,0.9721,0.9883,0.7655,0.3027,0.0634,0.0293,0.0247,0.0059,0.0041,0.0
RPS6KA3,0.9999,0.9573,0.9734,0.7542,0.2952,0.0616,0.0354,0.0291,0.0246,0.0101,0.0
RPS6KB1,0.9999,0.8854,0.8922,0.7673,0.3872,0.1011,0.0517,0.0275,0.0181,0.0082,0.0
RPS6KC1,0.9999,0.9897,0.8432,0.5455,0.3193,0.2068,0.11,0.0601,0.0559,0.0047,0.0
RPS7,0.9999,0.9215,0.9762,0.9457,1.0324,0.6891,0.8728,0.5666,0.255,0.1285,0.0
RPS8,0.9999,1.0393,1.1346,0.732,0.5759,0.277,0.4514,0.0838,0.0614,0.0387,0.0
RPS9,0.9999,0.8443,0.8987,0.4965,0.772,0.3465,0.5155,0.0541,0.0,0.0711,0.0
RPSAP58|RPSA,0.9999,1.3958,1.1603,1.5085,1.3581,0.7548,0.3813,0.2678,0.1222,0.0267,0.0
RPTOR,0.9999,0.9274,1.0805,0.9325,0.5011,0.1348,0.0933,0.0711,0.0491,0.0035,0.0
RPUSD2,0.9999,1.0031,1.1554,0.9984,0.7321,0.7092,0.3308,0.0723,0.0394,0.0269,0.0
RQCD1,0.9999,1.0712,1.1484,0.8643,0.5201,0.1407,0.1239,0.0906,0.0547,0.005,0.0
RRAGA,0.9999,1.0182,0.9758,0.982,0.8775,0.8317,0.7372,0.5522,0.6673,0.2655,0.0
RRAGC|RRAGD,0.9999,0.8657,0.9956,1.2023,1.2411,1.2517,1.1828,0.9858,1.1615,0.5973,0.0
RRM1,0.9999,0.9835,1.0673,0.9971,0.8631,0.5352,0.1923,0.1188,0.074,0.0313,0.0
RRM2,0.9999,0.863,0.8477,0.9216,0.9123,0.8235,0.7831,0.6738,0.7226,0.5325,0.0
RRM2B,0.9999,0.7837,0.8682,1.0581,1.027,1.0769,0.9567,1.0273,1.2653,1.2546,0.0
RRNAD1,0.9999,0.9003,0.7835,0.4766,0.2885,0.1618,0.1214,0.1816,0.0263,0.0851,0.0
RRP15,0.9999,0.8106,0.9922,1.4872,3.259,5.3274,4.3771,3.4744,3.829,3.1664,0.0
RRP9,0.9999,0.9695,1.0577,1.0266,1.0418,2.1159,3.6093,3.012,1.6736,0.2402,0.0
RSBN1L,0.9999,0.9266,0.6113,0.5349,0.3929,0.2643,0.2664,0.1173,0.1395,0.1454,0.0
RSRC2,0.9999,0.8238,0.7542,0.716,0.4972,0.2709,0.1252,0.0524,0.0539,0.129,0.0
RSU1,0.9999,0.8884,0.9081,1.0185,0.9545,0.7248,0.4758,0.3134,0.1125,0.0237,0.0
RTCA,0.9999,0.9627,0.9094,0.9415,0.6658,0.503,0.2805,0.1713,0.037,0.0072,0.0
RTCB,0.9999,0.8836,0.9432,0.9226,0.6777,0.4752,0.3815,0.2475,0.0332,0.0094,0.0
RTF1,0.9999,0.8574,0.973,0.7927,0.4233,0.1222,0.0369,0.0318,0.0205,0.0096,0.0
RTFDC1,0.9999,0.9995,0.883,0.8702,0.4931,0.2592,0.118,0.1073,0.0966,0.0583,0.0
RTN3,0.9999,0.9774,1.1225,0.9327,0.6062,0.431,0.6177,0.4603,0.4334,0.2046,0.0
RTN4,0.9999,1.1575,1.1622,0.5453,0.2817,0.2364,0.3763,0.3318,0.261,0.0615,0.0
RTN4IP1,0.9999,1.0676,0.8443,0.4318,0.1005,0.1186,0.1516,0.1402,0.1856,0.0347,0.0
RUFY1,0.9999,0.895,0.8122,0.4911,0.1921,0.0895,0.0619,0.0402,0.0335,0.0162,0.0
RUNX1,0.9999,0.8742,0.7057,0.7099,0.5184,0.2825,0.1627,0.1357,0.0922,0.0187,0.0
RUVBL1,0.9999,1.0527,1.1781,1.1251,1.274,1.3446,1.3617,1.1162,0.9344,0.0509,0.0
RUVBL2,0.9999,1.0186,1.0959,0.9838,1.0139,1.126,1.1534,0.8953,0.7387,0.0538,0.0
RWDD4,0.9999,0.7953,0.6466,0.4566,0.3218,0.2093,0.1571,0.0853,0.0346,0.0122,0.0
S100A11,0.9999,1.0554,1.0808,1.0491,0.9861,0.7812,0.59,0.3629,0.1556,0.0238,0.0
S100A13,0.9999,0.9984,0.9001,0.9412,0.8912,0.5694,0.2486,0.1708,0.1598,0.0606,0.0
S100A7,0.9999,0.5893,0.4984,0.8366,0.9652,0.7438,0.4459,5.4434,0.2826,0.6521,0.0
SAAL1,0.9999,0.9789,0.8476,0.6556,0.4064,0.1125,0.0466,0.0231,0.0146,0.003,0.0
SAE1,0.9999,0.9624,0.9825,0.9615,0.7749,0.3198,0.068,0.0367,0.0186,0.0092,0.0
SAFB2,0.9999,1.0913,1.1646,1.0099,0.9248,0.8413,0.7722,0.6091,0.5536,0.305,0.0
SAMHD1,0.9999,0.9059,0.8103,0.7113,0.4446,0.1961,0.1263,0.0839,0.07,0.0415,0.0
SAMSN1,0.9999,1.6298,0.9421,0.8395,0.4192,0.1936,0.0782,0.0575,0.049,0.0338,0.0
SAP30BP,0.9999,0.7561,0.7178,0.6745,0.6716,0.3465,0.2405,0.1645,0.1419,0.1229,0.0
SAR1A,0.9999,0.9482,0.9589,0.7187,0.6332,0.3055,0.1007,0.0686,0.1009,0.0321,0.0
SAR1B,0.9999,1.0052,1.0351,0.7383,0.6086,0.4043,0.1691,0.0618,0.0365,0.0222,0.0
SARNP,0.9999,1.086,1.1863,1.2275,1.4208,1.51,1.2981,1.2345,1.4133,1.2045,0.0
SARS,0.9999,1.1613,1.29,0.9602,0.7596,0.4276,0.0786,0.0324,0.0199,0.0075,0.0
SARS2,0.9999,1.1137,0.8328,1.0056,0.546,0.4059,0.1391,0.1064,0.0335,0.0326,0.0
SART1,0.9999,1.0505,1.5981,2.069,1.8263,1.7237,0.9685,0.5606,0.3394,0.5453,0.0
SART3,0.9999,0.9584,0.954,0.7235,0.5947,0.0748,0.0517,0.0594,0.0281,0.0172,0.0
SASS6,0.9999,0.966,0.6979,0.2471,0.1398,0.0852,0.096,0.0513,0.0526,0.0441,0.0
SBDS,0.9999,1.0075,0.9554,0.79,0.1475,0.0658,0.0405,0.0352,0.0402,0.0196,0.0
SBF1,0.9999,0.8237,0.9539,0.6594,0.3469,0.1427,0.0205,0.0278,0.0366,0.0288,0.0
SBNO1,0.9999,1.0058,0.9631,0.8828,0.6535,0.1479,0.0596,0.0411,0.0144,0.0066,0.0
SCAF11,0.9999,1.1133,0.8021,0.4583,0.5381,0.3038,0.292,0.2108,0.2076,0.3661,0.0
SCAF4,0.9999,0.9878,0.8367,0.364,0.1197,0.0744,0.0787,0.0567,0.034,0.011,0.0
SCAF8,0.9999,0.9575,0.6513,0.162,0.0788,0.0627,0.0482,0.0302,0.0283,0.0178,0.0
SCAMP3,0.9999,1.2722,1.008,1.0317,1.1005,0.68,0.7415,0.4486,0.3724,0.1329,0.0
SCEL|TMEM263,0.9999,1.0383,0.7811,0.5878,0.4317,0.1472,0.1202,0.124,0.0322,0.0405,0.0
SCFD1,0.9999,0.9892,0.8964,0.8288,0.3765,0.1012,0.0905,0.0451,0.0416,0.0243,0.0
SCLY,0.9999,1.0394,1.059,1.0591,1.0642,0.8559,0.8198,0.5481,0.1846,0.0512,0.0
SCO1,0.9999,0.9928,0.6769,0.7681,0.6616,0.3874,0.1954,0.1814,0.1503,0.1406,0.0
SCOC,0.9999,1.0623,0.9872,0.992,0.7022,0.7072,0.6613,0.4048,0.5082,0.1783,0.0
SCP2,0.9999,0.8952,0.9632,1.201,1.1486,0.8227,0.524,0.278,0.1885,0.1248,0.0
SCPEP1,0.9999,0.8484,0.8038,1.0612,1.0122,0.8081,0.7655,0.649,0.1062,0.0483,0.0
SCRIB,0.9999,1.0512,0.733,0.2139,0.1715,0.0968,0.0651,0.0432,0.0302,0.0075,0.0
SCRN3,0.9999,0.9472,0.938,0.8313,0.5903,0.2685,0.0677,0.0558,0.0407,0.0166,0.0
SCYL1,0.9999,0.978,1.0194,0.9425,0.5621,0.1036,0.0451,0.0388,0.021,0.0082,0.0
SCYL2,0.9999,0.9675,0.967,0.8841,0.7032,0.2865,0.0645,0.0481,0.0465,0.0339,0.0
SDCBP,0.9999,1.0287,1.0535,1.0298,0.7057,0.2076,0.0649,0.039,0.0322,0.0096,0.0
SDE2,0.9999,0.7192,0.6513,0.4903,0.5458,0.3429,0.1737,0.1004,0.101,0.0499,0.0
SDF2L1,0.9999,0.9247,0.6072,0.3899,0.2283,0.2433,0.2086,0.1585,0.0687,0.0635,0.0
SDHA,0.9999,1.2547,1.0931,1.2989,1.4487,1.5223,1.2696,0.7522,0.3378,0.1352,0.0
SDHB,0.9999,0.9132,0.507,0.5144,0.6324,1.0526,0.5706,0.2188,0.0786,0.034,0.0
SDPR,0.9999,1.0215,1.0134,0.787,0.5038,0.2595,0.1682,0.1279,0.1308,0.1143,0.0
SDSL,0.9999,0.9413,1.0336,0.9609,0.852,0.7036,0.7253,0.6142,0.6566,0.4063,0.0
SEC13,0.9999,0.5908,0.8452,0.5102,0.5773,0.3639,0.0569,0.2088,0.5931,0.2781,0.0
SEC16A,0.9999,1.0306,1.0112,0.7076,0.4156,0.2879,0.1638,0.0716,0.0623,0.0234,0.0
SEC22B,0.9999,0.9621,1.0285,0.9114,0.751,0.5877,0.3408,0.254,0.1102,0.0279,0.0
SEC23A,0.9999,0.9905,0.98,0.7882,0.3343,0.1474,0.0916,0.0742,0.0621,0.0367,0.0
SEC23B,0.9999,1.0079,0.9909,0.9411,0.6293,0.3989,0.2303,0.1416,0.0794,0.0186,0.0
SEC23IP,0.9999,0.9748,0.9954,0.6098,0.1231,0.0722,0.0438,0.0217,0.0244,0.0076,0.0
SEC24B,0.9999,0.9358,0.9109,0.4102,0.2107,0.1729,0.1294,0.0948,0.1042,0.0572,0.0
SEC24C,0.9999,0.962,0.9965,0.7976,0.3518,0.1232,0.0819,0.0652,0.0454,0.0205,0.0
SEC24D,0.9999,0.9258,0.9114,0.7903,0.542,0.2107,0.1449,0.0776,0.0579,0.0358,0.0
SEC31A,0.9999,0.8902,0.8354,0.5087,0.1471,0.0619,0.0376,0.0259,0.0287,0.0169,0.0
SEH1L,0.9999,0.8006,0.8076,0.7759,0.7178,0.5711,0.288,0.1359,0.0639,0.0279,0.0
SELENBP1,0.9999,0.9979,0.8834,0.9974,0.9311,0.8366,0.7523,0.6384,0.729,0.6412,0.0
SELH,0.9999,0.8249,0.9221,0.9931,0.8413,0.6955,0.3601,0.1744,0.0986,0.101,0.0
SENP6,0.9999,0.822,0.8356,0.5368,0.4598,0.3087,0.217,0.0975,0.1431,0.0567,0.0
15-Sep,0.9999,1.1093,1.2455,1.139,0.7959,0.3027,0.0879,0.0943,0.0846,0.0527,0.0
SEPHS1,0.9999,0.9712,1.0126,0.9159,0.8575,0.7326,0.6478,0.5608,0.5995,0.4796,0.0
SEPSECS,0.9999,0.9723,1.2632,1.0686,1.1152,1.0788,1.1425,0.9799,1.0813,0.7895,0.0
11-Sep,0.9999,1.2026,1.139,0.9984,0.9578,0.8161,0.7157,0.4207,0.3876,0.0577,0.0
2-Sep,0.9999,1.0184,1.1089,0.8882,0.8452,0.766,0.6289,0.3951,0.3819,0.0626,0.0
5-Sep,0.9999,0.8971,0.9591,0.942,1.1122,0.8133,0.3448,0.0537,0.0128,0.0126,0.0
6-Sep,0.9999,1.112,1.246,0.9275,0.819,0.7899,0.6672,0.4112,0.3899,0.0356,0.0
7-Sep,0.9999,1.0123,1.0745,1.0099,0.9246,0.7745,0.3286,0.026,0.0154,0.0145,0.0
8-Sep,0.9999,0.8641,0.8507,0.9874,1.1703,0.9335,0.6525,0.456,0.2766,0.0106,0.0
9-Sep,0.9999,1.028,1.1624,1.0875,1.0182,0.8047,0.2328,0.0447,0.0324,0.0133,0.0
SERBP1,0.9999,0.7807,0.8109,0.6221,0.7441,0.9399,1.3106,1.4217,3.0234,2.9733,0.0
SERGEF,0.9999,0.8858,0.893,0.929,0.686,0.3426,0.151,0.0953,0.0685,0.0752,0.0
SERPINB1,0.9999,0.9398,0.9361,1.0602,0.9428,0.557,0.0572,0.039,0.0392,0.0233,0.0
SERPINB6,0.9999,0.981,1.0205,1.048,0.9137,0.8634,0.6912,0.3355,0.0313,0.0126,0.0
SERPINB9,0.9999,1.0417,1.0306,1.0529,0.9751,0.8834,0.6691,0.2312,0.0777,0.0444,0.0
SERPINH1,0.9999,0.9673,0.9795,1.0426,0.9031,0.6595,0.1033,0.0378,0.0314,0.0133,0.0
SERPINI1,0.9999,0.862,0.609,1.0152,0.9353,1.0731,0.8637,0.2776,0.3227,0.1348,0.0
SESN1,0.9999,1.1939,0.9054,0.756,0.2583,0.1405,0.0787,0.0602,0.0743,0.0289,0.0
SESN2,0.9999,0.8779,0.8938,0.4821,0.071,0.0319,0.0149,0.0101,0.0045,0.004,0.0
SET,0.9999,0.9362,1.0063,1.0432,1.0757,1.0107,0.811,0.5793,0.2301,0.0529,0.0
SETD1A,0.9999,1.0085,0.5228,0.1656,0.1307,0.0729,0.0454,0.0402,0.0447,0.0201,0.0
SETD3,0.9999,1.0269,1.1405,1.0675,0.7396,0.3809,0.0772,0.0275,0.0262,0.0162,0.0
SETD7,0.9999,0.9157,0.7683,0.4252,0.089,0.1081,0.0722,0.0499,0.0562,0.0072,0.0
SETDB1,0.9999,0.8845,0.7185,0.2787,0.103,0.0426,0.0499,0.0424,0.03,0.0129,0.0
SETMAR,0.9999,0.9677,0.8959,0.7311,0.4604,0.3088,0.1998,0.1133,0.0513,0.0335,0.0
SETX,0.9999,0.8589,0.5039,0.2059,0.1602,0.1512,0.0712,0.0374,0.0431,0.0156,0.0
SF1,0.9999,0.943,0.9895,0.854,0.7474,0.6733,0.4553,0.3003,0.2216,0.1551,0.0
SF3A1,0.9999,1.2266,1.1066,0.3605,0.2726,0.1515,0.0911,0.0708,0.0906,0.0177,0.0
SF3A2,0.9999,0.9997,1.0365,0.3919,0.2027,0.1483,0.0226,0.0338,0.0073,0.0109,0.0
SF3A3,0.9999,0.9129,0.8383,0.2572,0.1801,0.1145,0.0642,0.0524,0.0623,0.0388,0.0
SF3B1,0.9999,1.0517,1.11,0.5763,0.318,0.123,0.0433,0.0446,0.0298,0.0139,0.0
SF3B2,0.9999,1.0728,1.1683,0.7625,0.5645,0.2786,0.1342,0.079,0.0778,0.0551,0.0
SF3B3,0.9999,0.9557,1.0421,0.8736,1.0278,0.5198,0.1816,0.1438,0.0606,0.0265,0.0
SF3B5,0.9999,0.8456,0.9535,0.8061,1.0833,0.6632,0.2891,0.219,0.0647,0.0307,0.0
SFPQ,0.9999,0.8149,0.8174,0.5086,0.1839,0.0543,0.0228,0.0232,0.0287,0.017,0.0
SGSH,0.9999,0.833,0.8261,0.6758,0.5618,0.4398,0.4181,0.2778,0.3766,0.3761,0.0
SGTA,0.9999,1.0656,1.1705,0.9977,0.576,0.152,0.0512,0.0481,0.0305,0.009,0.0
SH2D1B,0.9999,0.8144,0.6542,0.4161,0.3936,0.2262,0.185,0.0654,0.0504,0.0131,0.0
SH2D2A,0.9999,0.8921,0.7421,0.486,0.3711,0.2125,0.1382,0.0971,0.0559,0.0158,0.0
SH3BGR,0.9999,0.7968,0.6251,0.5716,0.3101,0.173,0.0501,0.035,0.0556,0.0305,0.0
SH3BGRL,0.9999,0.8763,0.8071,0.9737,0.9914,0.6358,0.2952,0.2266,0.2527,0.2013,0.0
SH3BGRL3,0.9999,0.9587,0.9501,0.9285,0.8544,0.6229,0.4087,0.2454,0.2053,0.1331,0.0
SH3BP1,0.9999,0.9632,0.9724,0.8557,0.7488,0.4069,0.0707,0.0448,0.0436,0.0084,0.0
SH3BP2,0.9999,0.8933,0.8532,0.3808,0.2755,0.1525,0.0725,0.1026,0.0297,0.0194,0.0
SH3BP5,0.9999,1.0312,1.0105,0.8938,0.6989,0.4343,0.1916,0.0733,0.0737,0.0202,0.0
SH3BP5L,0.9999,1.006,0.8995,0.6904,0.4779,0.2828,0.1204,0.0698,0.041,0.0226,0.0
SH3GL1,0.9999,0.8991,0.8962,0.5081,0.0883,0.0531,0.0379,0.0285,0.0217,0.009,0.0
SH3GL3,0.9999,0.9916,0.8597,0.1696,0.0808,0.0573,0.0526,0.038,0.0334,0.0118,0.0
SH3GLB1,0.9999,0.9237,0.8131,0.4949,0.1328,0.0615,0.0756,0.0636,0.0314,0.0253,0.0
SH3GLB2,0.9999,0.9311,0.8463,0.7313,0.2077,0.108,0.0766,0.0578,0.0369,0.0197,0.0
SH3KBP1,0.9999,0.9368,0.9684,0.773,0.6503,0.3079,0.2819,0.1192,0.1182,0.0423,0.0
SHC1,0.9999,0.9483,1.0038,0.9673,0.7965,0.5511,0.3269,0.1581,0.0307,0.0055,0.0
SHMT1,0.9999,0.7807,0.8038,0.856,0.7996,0.6234,0.5974,0.5024,0.4616,0.0802,0.0
SHMT2,0.9999,1.1487,1.0595,1.228,1.287,1.1994,1.1206,0.7925,0.2429,0.0506,0.0
SHOC2,0.9999,0.9002,0.9821,0.915,0.7056,0.3673,0.228,0.1927,0.2029,0.2146,0.0
SHPK,0.9999,1.0438,0.9693,0.7357,0.4397,0.122,0.0427,0.0502,0.0324,0.0049,0.0
SHQ1,0.9999,0.9834,0.53,0.2766,0.2365,0.171,0.0925,0.0551,0.0163,0.0242,0.0
SIAE,0.9999,0.8218,0.8191,0.6051,0.7568,0.6928,0.9409,0.75,0.736,0.3106,0.0
SIAH2,0.9999,1.1558,1.203,0.9888,0.9003,0.6217,0.4717,0.3121,0.1689,0.2546,0.0
SIKE1,0.9999,0.877,0.7454,0.5705,0.4734,0.2482,0.1107,0.0998,0.051,0.0294,0.0
SIL1,0.9999,0.9038,0.8115,0.6358,0.4065,0.2237,0.1374,0.1174,0.088,0.0378,0.0
SIN3A,0.9999,1.0005,0.8851,0.4255,0.1999,0.1157,0.0931,0.0604,0.0519,0.022,0.0
SIPA1,0.9999,0.9918,0.9528,0.6256,0.3886,0.097,0.0533,0.0521,0.0524,0.0429,0.0
SIRT1,0.9999,0.9182,1.0188,0.7385,0.6142,0.2676,0.1722,0.1027,0.079,0.0604,0.0
SIRT2,0.9999,0.8428,0.924,0.7254,0.5421,0.1347,0.0155,0.0214,0.0119,0.0053,0.0
SIRT6,0.9999,0.8765,0.9666,1.016,0.5791,0.5496,0.2199,0.0488,0.0212,0.0244,0.0
SKA1,0.9999,0.6206,0.2491,0.0547,0.0191,0.0115,0.0172,0.0126,0.0102,0.0091,0.0
SKA2,0.9999,0.4699,0.129,0.0423,0.0408,0.0328,0.0306,0.0174,0.0208,0.0079,0.0
SKA3,0.9999,0.5184,0.2854,0.1501,0.0952,0.0648,0.0461,0.0324,0.0271,0.0161,0.0
