Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
EXOSC9,0.9999,0.9908,1.8263,2.5687,2.9919,3.4052,2.9593,2.4475,1.0756,0.1018,0.0
EYA3,0.9999,0.9122,0.6491,0.0823,0.0377,0.0258,0.0271,0.0291,0.0145,0.0089,0.0
EZR,0.9999,0.9721,0.9853,1.0717,1.0254,0.3235,0.0349,0.0262,0.0218,0.0128,0.0
F11R,0.9999,1.0722,1.0195,0.6592,1.0195,0.5259,0.4529,0.2775,0.3475,0.1126,0.0
F2RL3|YAF2|RYBP,0.9999,0.9377,1.164,0.9758,0.7224,0.5731,0.3932,0.2787,0.3718,0.3019,0.0
FAAP100,0.9999,0.9146,0.9724,0.7208,0.6416,0.7121,0.7836,0.4307,0.1084,0.048,0.0
FABP5,0.9999,1.0509,1.0135,1.0818,0.9948,0.7832,0.471,0.1459,0.0724,0.0469,0.0
FADD,0.9999,1.0528,1.3,2.1941,1.4378,0.0279,0.0311,0.0146,0.0176,0.0073,0.0
FAF1,0.9999,0.9677,0.9452,0.9588,0.8911,0.6308,0.286,0.0947,0.0541,0.0307,0.0
FAF2,0.9999,0.9889,0.7565,0.5947,0.4517,0.1979,0.2618,0.1749,0.0777,0.0743,0.0
FAH,0.9999,0.942,0.9656,0.9479,0.8618,0.7967,0.7293,0.6186,0.763,0.6434,0.0
FAHD1,0.9999,1.0909,0.9688,1.3636,1.3105,1.3195,1.2417,1.3377,1.4768,1.4482,0.0
FAHD2A,0.9999,0.9558,0.9002,0.8375,0.8624,0.7397,0.6221,0.4637,0.3565,0.2418,0.0
FAM102B,0.9999,0.8795,0.8086,0.69,0.4703,0.2385,0.1988,0.1118,0.0789,0.0628,0.0
FAM103A1,0.9999,0.9053,1.1586,0.8587,0.8701,0.6783,0.3433,0.0878,0.0362,0.037,0.0
FAM107B,0.9999,1.0002,1.2186,0.9576,1.0941,0.8541,0.5885,0.5298,0.3816,0.3616,0.0
FAM114A1,0.9999,0.905,0.8678,0.9363,0.6983,0.3243,0.0529,0.0802,0.0097,0.0288,0.0
FAM114A2,0.9999,0.8579,0.8699,0.7966,0.4869,0.1348,0.0551,0.0454,0.0364,0.0077,0.0
FAM115A,0.9999,1.1115,0.7938,0.4576,0.2286,0.0879,0.0234,0.0229,0.0164,0.0113,0.0
FAM115C,0.9999,0.8231,0.5838,0.3047,0.2537,0.2025,0.0941,0.0595,0.0276,0.0551,0.0
FAM117A,0.9999,0.8681,0.9259,0.8839,0.8423,0.6086,0.3923,0.1646,0.1537,0.0738,0.0
FAM118B,0.9999,0.9016,0.8495,0.5,0.0548,0.0264,0.0104,0.0096,0.0097,0.0025,0.0
FAM120B,0.9999,0.9666,0.9632,0.4304,0.1032,0.0644,0.0539,0.0304,0.0145,0.0049,0.0
FAM122A,0.9999,1.1839,1.0857,1.0578,0.8638,0.5716,0.3275,0.263,0.2321,0.2028,0.0
FAM129A,0.9999,1.1151,0.9903,0.6556,0.1569,0.0689,0.0505,0.0385,0.0298,0.0193,0.0
FAM129B,0.9999,0.964,0.9904,0.961,0.814,0.3475,0.0825,0.0798,0.0555,0.0334,0.0
FAM136A,0.9999,1.1695,1.2026,1.3897,1.4377,1.4745,1.1236,0.7093,0.5131,0.3936,0.0
FAM160B1,0.9999,0.8163,0.8191,0.723,0.5589,0.3186,0.1566,0.1166,0.0793,0.0614,0.0
FAM160B2,0.9999,0.8649,0.7496,0.5199,0.1524,0.1362,0.1305,0.0522,0.0,0.0205,0.0
FAM175A,0.9999,0.9457,1.4068,1.6722,1.948,2.0866,2.9585,2.2934,1.7202,0.8097,0.0
FAM175B,0.9999,0.887,0.9631,1.0057,1.0062,0.8433,0.7319,0.5147,0.4303,0.1144,0.0
FAM188A,0.9999,0.9583,0.9718,0.9532,0.847,0.5151,0.1373,0.0555,0.0566,0.0213,0.0
FAM195B,0.9999,1.1175,1.121,0.8877,0.6715,0.5541,0.4312,0.1947,0.3333,0.284,0.0
FAM206A,0.9999,0.8259,0.738,0.5168,0.2643,0.2098,0.1777,0.0736,0.0764,0.0111,0.0
FAM207A,0.9999,0.8301,0.7933,0.5207,0.3107,0.1719,0.1008,0.0637,0.0359,0.0048,0.0
FAM213B,0.9999,0.9025,0.8141,0.6417,0.8801,0.6748,0.316,0.2005,0.0149,0.0169,0.0
FAM21A|FAM21B,0.9999,0.9994,1.0519,0.6994,0.4686,0.308,0.2487,0.128,0.1142,0.1675,0.0
FAM45B|FAM45A,0.9999,0.9723,1.1147,0.9898,0.5698,0.0766,0.0644,0.0347,0.044,0.0253,0.0
FAM49B,0.9999,1.0596,1.002,1.0161,0.882,0.662,0.1357,0.0712,0.0579,0.0239,0.0
FAM50A,0.9999,0.9651,0.8555,0.6566,0.3311,0.1487,0.0604,0.0351,0.0307,0.0245,0.0
FAM76A,0.9999,0.9883,0.9819,0.7778,0.4425,0.1668,0.0277,0.0387,0.0577,0.0395,0.0
FAM91A1,0.9999,1.1409,1.103,1.1317,0.8744,0.529,0.1412,0.0501,0.0,0.0475,0.0
FAM96A,0.9999,1.0131,0.9176,1.0043,0.9175,0.7553,0.5818,0.4116,0.2135,0.0501,0.0
FAM98B,0.9999,0.8268,0.8011,0.8127,0.4988,0.1272,0.0727,0.052,0.0486,0.0336,0.0
FANCB,0.9999,1.0823,1.1318,1.011,0.9371,0.8613,0.7556,0.3994,0.091,0.0094,0.0
FANCD2,0.9999,0.9803,0.977,0.2934,0.1873,0.0912,0.0626,0.047,0.0389,0.0186,0.0
FANCI,0.9999,1.0041,0.8914,0.2978,0.1519,0.0611,0.0379,0.0264,0.0243,0.0118,0.0
FARSA,0.9999,0.882,0.9561,0.6429,0.2125,0.0538,0.0145,0.0377,0.0249,0.0073,0.0
FARSB,0.9999,0.9351,1.0712,0.9256,0.6133,0.2772,0.1289,0.0671,0.0518,0.0402,0.0
FASN,0.9999,1.0715,1.0984,0.9075,0.7494,0.1665,0.0626,0.0464,0.0418,0.0238,0.0
FASTKD2,0.9999,1.0982,1.028,1.2624,1.0248,0.3998,0.1028,0.0562,0.0194,0.0079,0.0
FASTKD5,0.9999,1.0371,0.8377,0.4394,0.1873,0.1553,0.1005,0.0588,0.0451,0.0501,0.0
FAU,0.9999,0.8412,1.3486,1.2468,1.363,0.8842,1.0033,0.5137,0.5442,0.5329,0.0
FBL,0.9999,0.8856,0.8936,0.7568,0.6474,0.271,0.1675,0.1289,0.0788,0.0119,0.0
FBN3|ACYP1,0.9999,0.9531,0.8884,0.9362,0.8815,0.5663,0.1996,0.0975,0.0633,0.0242,0.0
FBRS,0.9999,1.0609,0.8896,0.4949,0.3188,0.1193,0.0556,0.086,0.0887,0.0614,0.0
FBXL18,0.9999,0.9941,0.9626,0.8465,0.7344,0.4255,0.1284,0.0765,0.0605,0.0303,0.0
FBXO22,0.9999,0.8801,0.9389,0.8513,0.7783,0.3404,0.0636,0.0128,0.0142,0.0066,0.0
FBXO28,0.9999,1.1878,0.8611,1.146,1.0436,0.5014,0.3656,0.1078,0.1083,0.15,0.0
FBXO3,0.9999,0.9385,0.952,0.8958,0.6681,0.3671,0.1419,0.0925,0.0517,0.0113,0.0
FBXO30,0.9999,0.8922,0.7855,0.7515,0.4903,0.2525,0.1383,0.1153,0.056,0.0382,0.0
FBXO38,0.9999,1.0676,0.795,0.6279,0.6064,0.3269,0.2485,0.1574,0.0472,0.0018,0.0
FBXO42,0.9999,0.9947,0.9549,0.8438,0.7021,0.4909,0.2452,0.1416,0.1386,0.0281,0.0
FBXO5,0.9999,0.951,0.8944,0.7328,0.5268,0.3582,0.2491,0.1388,0.047,0.0465,0.0
FBXO6,0.9999,1.0142,0.9528,0.8491,0.552,0.1993,0.0996,0.0366,0.0262,0.0105,0.0
FBXW9,0.9999,0.9356,1.0358,0.8295,0.7449,0.4891,0.2677,0.1169,0.0953,0.0271,0.0
FCGR2A|FCGR2C,0.9999,1.0337,1.0894,0.6952,0.9506,0.4611,0.4355,0.2432,0.2906,0.185,0.0
FCHO1,0.9999,1.0185,0.9927,0.5301,0.193,0.1929,0.1269,0.1034,0.111,0.0654,0.0
FCHO2,0.9999,0.9601,1.0129,0.7789,0.3376,0.076,0.0534,0.0503,0.0127,0.0037,0.0
FCHSD1,0.9999,0.7219,0.639,0.6304,0.5625,0.0863,0.0507,0.0525,0.0394,0.0161,0.0
FDPS,0.9999,0.9777,0.7901,0.5139,0.1187,0.0569,0.0416,0.0399,0.0159,0.009,0.0
FDX1,0.9999,1.1935,0.9078,1.1376,1.3053,1.1866,0.8543,0.6066,0.755,0.4986,0.0
FDXR,0.9999,1.253,1.0915,0.9178,0.3138,0.0964,0.0645,0.0564,0.0429,0.015,0.0
FECH,0.9999,1.1849,1.0305,1.113,0.9095,0.4561,0.133,0.0752,0.067,0.0492,0.0
FEN1,0.9999,0.9873,0.7981,0.306,0.0534,0.0293,0.0201,0.0154,0.0117,0.0045,0.0
FER,0.9999,0.9503,0.68,0.1815,0.1022,0.0787,0.0671,0.0458,0.0463,0.0285,0.0
FERMT2,0.9999,1.0009,0.9626,0.9782,1.0206,0.7859,0.3823,0.0902,0.0146,0.0059,0.0
FERMT3,0.9999,0.9357,0.9384,0.8542,0.4003,0.1094,0.0412,0.0311,0.0234,0.012,0.0
FGD3,0.9999,0.9712,0.8733,0.5143,0.1008,0.0594,0.0344,0.0561,0.0219,0.0074,0.0
FGFR1OP,0.9999,0.8555,0.7959,0.7804,0.5007,0.2668,0.1543,0.1365,0.1013,0.0566,0.0
FGFR1OP2,0.9999,0.9204,0.8848,0.6931,0.9366,0.7299,0.4082,0.3515,0.2721,0.0386,0.0
FGGY,0.9999,0.9996,0.952,1.0855,1.2125,0.9699,0.9028,0.6294,0.2297,0.046,0.0
FH,0.9999,1.0514,1.0019,1.2359,1.2698,0.5179,0.0635,0.0445,0.0285,0.0139,0.0
FHL2,0.9999,0.9031,0.8734,0.9079,1.066,0.7377,0.5844,0.4143,0.363,0.2771,0.0
FHL3,0.9999,1.0281,1.0711,0.993,0.9165,0.8428,0.8418,0.5772,0.5097,0.4139,0.0
FHOD1,0.9999,0.8449,0.4438,0.0941,0.0805,0.0503,0.0442,0.0367,0.0245,0.0132,0.0
FIGNL1,0.9999,0.937,0.5808,0.1743,0.0585,0.0022,0.0244,0.0051,0.037,0.0264,0.0
FIP1L1,0.9999,0.7629,0.6357,0.4564,0.4963,0.6496,0.6643,0.6371,0.8604,0.7601,0.0
FIS1,0.9999,0.9212,0.8116,0.9987,0.9618,0.6563,0.3518,0.2657,0.299,0.3057,0.0
FKBP2,0.9999,0.9339,0.8622,0.9374,0.8629,0.5982,0.2803,0.1301,0.1199,0.0505,0.0
FKBP3,0.9999,0.9651,1.0779,1.0897,0.9149,0.6267,0.3902,0.309,0.4247,0.3598,0.0
FKBP4,0.9999,0.9813,1.0316,0.8612,0.2386,0.071,0.0447,0.0345,0.0293,0.0157,0.0
FKBP5,0.9999,0.8767,0.5902,0.1221,0.0663,0.0361,0.029,0.0211,0.0078,0.0046,0.0
FKBP9,0.9999,1.069,1.1812,0.9268,0.3287,0.2799,0.3159,0.1428,0.2177,0.0773,0.0
FKBPL,0.9999,0.9914,1.0158,0.9068,0.7322,0.4249,0.2092,0.092,0.0311,0.0064,0.0
FLAD1,0.9999,0.9961,0.94,0.8094,0.4124,0.0696,0.024,0.0264,0.0198,0.0145,0.0
FLCN,0.9999,0.8356,0.6135,0.3285,0.1508,0.0474,0.0151,0.0076,0.0032,0.0048,0.0
FLII,0.9999,1.0081,1.0448,0.77,0.1928,0.0422,0.0243,0.0158,0.0198,0.0089,0.0
FLJ10769|CARKD,0.9999,1.1452,0.918,1.0192,0.8748,0.5911,0.5868,0.5641,0.7088,0.7705,0.0
FLNB,0.9999,1.166,1.0062,0.9716,0.7407,0.2724,0.0759,0.0494,0.0324,0.0149,0.0
FLNC,0.9999,1.0645,0.9352,0.833,0.635,0.3039,0.091,0.054,0.0386,0.0247,0.0
FLOT1,0.9999,1.1213,1.043,0.4825,0.5028,0.2282,0.1777,0.1162,0.0421,0.0122,0.0
FLOT2,0.9999,0.9718,1.04,0.6625,0.8455,0.2763,0.1714,0.0882,0.0475,0.0133,0.0
FMNL1,0.9999,0.8918,0.1926,0.1382,0.138,0.1222,0.0986,0.1009,0.1094,0.0367,0.0
FN3K,0.9999,0.97,0.9648,0.9406,0.8778,0.7606,0.6375,0.5426,0.6707,0.2714,0.0
FN3KRP,0.9999,1.0409,1.0058,0.8774,0.7304,0.6178,0.5322,0.4612,0.4824,0.1616,0.0
FNBP1,0.9999,0.9128,0.8006,0.4338,0.1334,0.0818,0.051,0.0669,0.0144,0.0124,0.0
FNBP4,0.9999,0.8991,0.7779,0.8512,1.5826,1.1597,1.0139,0.6544,0.8159,1.0183,0.0
FNIP1,0.9999,1.0383,1.1489,0.631,0.3953,0.0721,0.0606,0.0469,0.0,0.0132,0.0
FNTA,0.9999,0.9916,0.9864,0.8956,0.7452,0.482,0.1233,0.0405,0.023,0.0155,0.0
FOXH1|XRCC1,0.9999,1.0396,1.1154,0.6871,0.2522,0.0509,0.04,0.0287,0.0339,0.0309,0.0
FOXK1,0.9999,0.8481,0.7628,0.5634,0.3018,0.156,0.0501,0.0639,0.0383,0.0153,0.0
FOXO3,0.9999,0.9924,0.808,0.5976,0.1659,0.2215,0.0949,0.088,0.099,0.0382,0.0
FPGT,0.9999,0.941,0.9002,1.0967,0.9363,0.4988,0.1314,0.1233,0.1279,0.1368,0.0
FRA10AC1,0.9999,0.8651,0.9529,0.6375,0.247,0.0916,0.021,0.0076,0.0114,0.0173,0.0
FRYL,0.9999,1.1029,1.1123,0.9859,1.2963,0.7263,0.1493,0.0823,0.0669,0.079,0.0
FSCN1,0.9999,1.0718,1.0465,1.0377,0.8635,0.6272,0.2678,0.0719,0.0266,0.0128,0.0
FTH1,0.9999,0.9624,0.9323,1.0542,1.0809,0.7749,0.8118,0.5743,0.4698,0.731,0.0
FTL,0.9999,1.3337,1.2394,1.0891,1.1016,1.0669,1.0439,0.8539,0.624,0.8143,0.0
FUBP1,0.9999,0.9472,0.935,0.7886,0.6632,0.5441,0.5284,0.4697,0.5567,0.4305,0.0
FUBP3,0.9999,0.9417,0.8819,0.6411,0.3745,0.2094,0.112,0.0968,0.0518,0.0403,0.0
FUCA1,0.9999,1.0318,1.0868,1.0121,0.7054,0.6189,0.576,0.4883,0.253,0.0087,0.0
FUK,0.9999,0.9409,1.0076,0.8777,0.878,0.6746,0.528,0.3261,0.0727,0.0133,0.0
FUOM,0.9999,0.9432,1.0036,0.7684,0.8053,0.6125,0.5975,0.3853,0.5357,0.4542,0.0
FUS,0.9999,0.8982,1.0371,0.8811,0.6499,0.5477,0.4044,0.3103,0.2505,0.2808,0.0
FXR1,0.9999,0.888,0.7807,0.2862,0.1149,0.0695,0.0245,0.033,0.0242,0.0039,0.0
FYB,0.9999,0.9702,0.9716,0.619,0.1857,0.081,0.0398,0.0381,0.0534,0.0369,0.0
FYCO1,0.9999,0.8862,0.9287,0.6671,0.4915,0.2353,0.1614,0.0765,0.0676,0.0333,0.0
G6PD,0.9999,1.0504,1.1077,1.039,0.7983,0.5501,0.2233,0.048,0.0219,0.0105,0.0
GAB1,0.9999,0.8184,0.4845,0.5378,0.4069,0.2195,0.2231,0.2252,0.2493,0.1251,0.0
GABARAPL2,0.9999,0.8806,0.8858,0.7977,0.629,0.3972,0.1919,0.1082,0.066,0.0453,0.0
GABPA,0.9999,0.9288,0.8666,0.5272,0.2376,0.1237,0.0613,0.0604,0.0077,0.0047,0.0
GABPB1,0.9999,0.7263,0.565,0.4056,0.185,0.0994,0.1296,0.1432,0.0964,0.1143,0.0
GALC,0.9999,1.6802,0.7916,0.8073,0.9367,0.8148,0.7617,0.4585,0.1491,0.0916,0.0
GALE,0.9999,0.9827,0.9509,1.0229,0.983,0.8786,0.3038,0.0589,0.024,0.0078,0.0
GALK1,0.9999,0.9628,0.9368,0.8897,0.6207,0.3273,0.086,0.0492,0.0137,0.0031,0.0
GALK2,0.9999,0.8797,0.8932,1.0059,0.9577,0.8763,0.5415,0.2498,0.0539,0.0248,0.0
GALM,0.9999,0.9635,0.9113,0.8249,0.5211,0.2556,0.0529,0.0415,0.0272,0.0035,0.0
GALNS,0.9999,0.8961,0.7923,0.8444,0.7159,0.7828,0.5557,0.4016,0.5003,0.5113,0.0
GALT|NA,0.9999,1.2697,0.9021,1.0767,0.7732,0.474,0.3696,0.3226,0.1645,0.0413,0.0
GAMT,0.9999,1.0827,0.8739,0.7423,0.5836,0.3294,0.1718,0.1414,0.0713,0.0203,0.0
GAN,0.9999,1.0476,1.1136,0.928,0.5529,0.261,0.116,0.0635,0.0227,0.0181,0.0
GANAB,0.9999,0.9367,0.8955,0.7401,0.3393,0.1099,0.0739,0.0465,0.0466,0.0242,0.0
GAPDH,0.9999,0.8852,0.9371,0.9429,0.9574,0.829,0.9254,0.7344,0.8421,0.2651,0.0
GAPVD1,0.9999,1.0008,0.9552,0.5303,0.1358,0.0793,0.0507,0.0364,0.0264,0.0161,0.0
GARS,0.9999,1.0268,1.0966,1.0378,0.9663,0.8874,0.8419,0.6298,0.6209,0.0607,0.0
GART,0.9999,1.01,1.0429,0.9473,0.7138,0.3474,0.118,0.0385,0.0185,0.0102,0.0
GATAD2A,0.9999,1.0842,0.9422,0.3899,0.1482,0.0884,0.0496,0.0366,0.0245,0.0089,0.0
GATAD2B,0.9999,0.9155,0.6992,0.3457,0.2212,0.1468,0.0879,0.0824,0.0525,0.0342,0.0
GBA,0.9999,1.1151,0.7338,0.9078,0.9116,0.6316,0.5927,0.4471,0.0914,0.0355,0.0
GBAS,0.9999,1.0444,1.1011,1.0035,1.0679,1.0918,0.8924,0.5209,0.21,0.0528,0.0
GBE1,0.9999,0.9016,0.8386,0.4466,0.1245,0.0711,0.0817,0.0485,0.0598,0.0422,0.0
GBF1,0.9999,0.9803,0.9435,0.4927,0.1588,0.0765,0.0733,0.0408,0.0279,0.0133,0.0
GCC2,0.9999,0.955,0.6862,0.2392,0.1461,0.079,0.0538,0.0365,0.0308,0.0232,0.0
GCDH,0.9999,1.1322,0.9484,0.9517,1.0627,0.8991,0.7004,0.4375,0.1848,0.0636,0.0
GCFC2,0.9999,1.1925,0.9818,0.224,0.137,0.1184,0.0823,0.0473,0.066,0.0063,0.0
GCLC,0.9999,0.9084,0.8689,1.0395,0.8139,0.2256,0.0784,0.0548,0.0468,0.0094,0.0
GCN1L1,0.9999,0.8286,0.2081,0.0667,0.0529,0.0315,0.0231,0.0177,0.0122,0.0061,0.0
GCOM1|POLR2M|GCOM2,0.9999,1.0038,1.0607,0.6755,0.5725,0.2757,0.2228,0.1847,0.1365,0.0706,0.0
GDAP2,0.9999,0.9004,0.7422,0.3121,0.1625,0.1215,0.11,0.0813,0.0528,0.0215,0.0
GDI1,0.9999,1.1164,1.1651,0.9672,0.7698,0.5637,0.1608,0.0734,0.0221,0.0116,0.0
GDI2,0.9999,0.948,0.9491,1.0233,0.9503,0.7392,0.3213,0.0649,0.0279,0.012,0.0
GDPGP1,0.9999,0.8533,0.9354,0.7379,0.336,0.0897,0.0636,0.0494,0.0243,0.0084,0.0
GEMIN5,0.9999,1.0675,1.2938,1.3889,0.9263,0.186,0.1018,0.069,0.0493,0.0155,0.0
GFER,0.9999,0.9969,1.1166,1.0606,1.2666,1.8654,2.6953,2.226,1.9498,1.967,0.0
GFM1,0.9999,1.0942,0.9022,0.8682,0.3879,0.0758,0.0441,0.034,0.0326,0.0099,0.0
GFM2,0.9999,0.9111,0.3446,0.1448,0.0854,0.1248,0.0752,0.0353,0.0287,0.0067,0.0
GFPT1,0.9999,0.9514,0.9983,0.9985,0.969,0.7824,0.5465,0.2308,0.08,0.0249,0.0
GGA1,0.9999,1.1028,1.0667,0.9615,0.6305,0.2257,0.0882,0.0654,0.0581,0.0167,0.0
GGA2,0.9999,0.8017,0.3688,0.0205,0.0063,0.0054,0.0041,0.0035,0.0033,0.0013,0.0
GGCT,0.9999,0.9273,0.917,1.0299,0.9324,0.78,0.3157,0.0678,0.0417,0.0183,0.0
GGH,0.9999,0.9469,0.8604,1.0055,0.9459,0.89,0.8656,0.748,0.9679,0.5668,0.0
GGPS1,0.9999,0.9257,1.0398,1.0567,1.0027,0.972,0.9666,0.7817,0.3011,0.0602,0.0
GIGYF2,0.9999,0.8767,0.6524,0.3349,0.2195,0.1375,0.1299,0.0752,0.0465,0.021,0.0
GINS1,0.9999,0.9511,0.9294,0.8723,0.5594,0.1516,0.0582,0.0401,0.0239,0.0111,0.0
GINS2,0.9999,1.102,1.0857,0.8805,0.6161,0.2146,0.0863,0.0819,0.05,0.0552,0.0
GINS3,0.9999,1.1204,1.1466,1.0888,0.6941,0.1792,0.1647,0.14,0.1269,0.1145,0.0
GIPC1,0.9999,0.8547,0.6064,0.5103,0.2191,0.114,0.0499,0.0657,0.0136,0.0089,0.0
GIT1,0.9999,0.9305,0.7771,0.3273,0.1078,0.0347,0.0209,0.0212,0.0125,0.0058,0.0
GIT2,0.9999,0.9011,0.7513,0.3277,0.0819,0.0283,0.0208,0.0095,0.0107,0.0065,0.0
GK,0.9999,0.7195,0.7545,0.9834,0.9528,0.8463,0.8149,0.7468,0.7418,0.2292,0.0
GLB1,0.9999,1.0065,0.941,0.9447,0.9018,0.8117,0.579,0.2227,0.0358,0.0207,0.0
GLMN,0.9999,0.9535,0.9455,0.884,0.4646,0.1323,0.042,0.0451,0.0034,0.0051,0.0
GLO1,0.9999,1.0911,1.1209,1.2254,1.168,1.0708,1.0041,0.7918,0.4686,0.1186,0.0
GLOD4,0.9999,1.0015,1.0096,0.9852,0.4396,0.0898,0.0327,0.0204,0.0135,0.0085,0.0
GLRX2,0.9999,0.8667,0.7822,1.0056,0.9057,0.8596,0.7042,0.4821,0.9015,0.5811,0.0
GLRX3,0.9999,0.9711,0.9475,0.924,0.4515,0.131,0.0612,0.0452,0.0405,0.021,0.0
GLS,0.9999,1.244,0.9737,0.8116,0.1763,0.11,0.0532,0.0375,0.0329,0.0095,0.0
GLUD1,0.9999,1.1509,1.1083,1.3519,1.5863,1.3532,0.6363,0.2375,0.0286,0.0346,0.0
GLUD2,0.9999,1.7233,1.167,1.1617,1.2177,0.8638,0.1935,0.0568,0.0,0.0563,0.0
GLUL,0.9999,0.8685,0.8292,0.878,0.9465,0.461,0.2362,0.0828,0.0338,0.0165,0.0
GLYR1,0.9999,0.9815,0.9283,0.945,1.0029,0.8604,0.7795,0.5779,0.4563,0.0311,0.0
GM2A,0.9999,0.9604,0.8408,1.0115,1.0933,0.9222,0.761,0.6865,0.9406,0.677,0.0
GMDS,0.9999,1.0164,0.9962,0.992,0.9541,0.8629,0.4058,0.1247,0.0242,0.007,0.0
GMEB1,0.9999,0.8321,0.6797,0.4763,0.2521,0.1137,0.0876,0.0607,0.0263,0.0237,0.0
GMEB2,0.9999,0.9176,0.787,0.6195,0.3216,0.1154,0.0277,0.0254,0.0191,0.0156,0.0
GMFB,0.9999,1.0523,0.9804,0.9861,0.8677,0.7772,0.613,0.4608,0.4198,0.2401,0.0
GMFG,0.9999,0.8846,0.7165,0.5436,0.6435,0.3827,0.1461,0.1541,0.0572,0.0326,0.0
GMIP,0.9999,0.9776,0.8965,0.5566,0.1936,0.103,0.0615,0.0447,0.0232,0.0128,0.0
GML,0.9999,1.1136,1.18,0.9816,0.7859,0.7037,0.5162,0.2544,0.2246,0.1241,0.0
GMNN,0.9999,1.1051,1.0168,1.0517,0.9005,0.9637,0.8238,0.5971,0.8325,0.4705,0.0
GMPPA,0.9999,0.9588,1.0645,0.9344,0.7614,0.5269,0.2896,0.2604,0.0434,0.0123,0.0
GMPPB,0.9999,0.8688,0.8699,0.6812,0.6384,0.329,0.2291,0.1347,0.0549,0.0056,0.0
GMPR,0.9999,1.1804,1.0942,1.0259,1.0292,0.9649,0.9846,0.8059,0.9005,0.9854,0.0
GMPR2,0.9999,0.9603,1.0655,1.0318,1.0153,0.8205,0.8224,0.6146,0.688,0.7011,0.0
GMPS,0.9999,0.9889,0.9969,0.8464,0.4389,0.0924,0.0394,0.031,0.0283,0.014,0.0
GNA13,0.9999,1.0498,1.0463,0.658,0.9267,1.0675,0.6818,0.0754,0.0375,0.0193,0.0
GNAI2,0.9999,0.9664,0.9158,0.7542,0.7015,0.2434,0.1532,0.034,0.0236,0.0242,0.0
GNB1L,0.9999,1.0208,0.9982,0.872,0.7521,0.6086,0.4479,0.2323,0.1414,0.0567,0.0
GNB2,0.9999,0.8806,0.862,0.6638,0.7364,0.2616,0.17,0.1059,0.0408,0.0237,0.0
GNB2L1,0.9999,0.7908,1.0001,1.0722,0.7368,0.4202,0.2358,0.1438,0.0415,0.055,0.0
GNE,0.9999,0.9144,0.9588,0.9714,0.9946,0.7101,0.3377,0.0617,0.0441,0.0167,0.0
GNG5,0.9999,1.2965,1.1717,0.6826,1.2647,0.6459,0.8126,0.5519,0.9674,0.8104,0.0
GNL1,0.9999,0.9645,1.0536,1.0277,0.5167,0.1223,0.062,0.0619,0.0387,0.0103,0.0
GNPDA1,0.9999,1.063,1.1876,1.155,1.0737,1.0246,1.0573,0.959,1.0961,0.934,0.0
GNPDA2,0.9999,0.9834,0.9769,0.9119,0.8444,0.8079,0.6888,0.5577,0.6794,0.4875,0.0
GNPNAT1,0.9999,0.9994,0.8179,0.9139,0.6329,0.5147,0.4112,0.1843,0.0897,0.0303,0.0
GNS,0.9999,0.926,1.0031,1.216,1.1848,1.1143,1.0296,0.8305,0.7632,0.28,0.0
GOLGA1,0.9999,1.0123,0.8583,0.3884,0.2564,0.1959,0.1668,0.2245,0.0958,0.0665,0.0
GOLGA3,0.9999,1.0209,0.9839,0.8052,0.736,0.3233,0.1214,0.0674,0.0582,0.0288,0.0
GOLGA4,0.9999,0.9732,0.7227,0.2604,0.1506,0.0671,0.0644,0.0663,0.0203,0.01,0.0
GOLPH3,0.9999,0.5918,0.515,0.5339,0.5603,0.129,0.0459,0.0486,0.0633,0.0114,0.0
GORAB,0.9999,0.9683,1.0055,0.7387,0.2859,0.0506,0.0339,0.0335,0.0001,0.0037,0.0
GORASP2,0.9999,0.9909,0.9629,0.3972,0.1017,0.0508,0.0313,0.016,0.0158,0.0038,0.0
GOT1,0.9999,0.9356,0.9735,1.0596,0.9767,0.8685,0.871,0.7776,0.9762,0.9879,0.0
GOT2,0.9999,1.228,1.0591,1.2161,1.2603,1.3525,1.3629,1.0881,1.3721,0.9614,0.0
GPALPP1,0.9999,0.9757,0.9922,1.0133,0.9051,0.8641,0.5505,0.5036,0.408,0.4162,0.0
GPATCH11,0.9999,0.9426,0.7254,0.6154,0.6356,0.4954,0.2829,0.1169,0.0876,0.02,0.0
GPATCH8,0.9999,0.9342,0.8658,0.4373,0.3996,0.2911,0.206,0.1213,0.1164,0.1468,0.0
GPBP1L1,0.9999,1.0196,0.9572,0.8149,0.7001,0.5128,0.3363,0.224,0.1819,0.1809,0.0
GPD1L,0.9999,1.0339,1.1338,1.0207,0.8993,0.8161,0.3979,0.0473,0.0326,0.014,0.0
GPHN,0.9999,0.91,0.9552,0.8502,0.9214,0.7062,0.6173,0.4555,0.2002,0.0431,0.0
GPI,0.9999,1.0412,1.0558,1.0641,0.9522,0.7606,0.391,0.1295,0.0285,0.0171,0.0
GPKOW,0.9999,1.0323,0.9228,0.4652,0.1232,0.0717,0.0482,0.0346,0.0215,0.0107,0.0
GPN1,0.9999,0.6242,0.6046,0.6824,0.6997,0.5871,0.6382,0.6498,0.5554,0.3472,0.0
GPN2,0.9999,1.0986,1.0819,1.1795,1.2683,1.1052,1.0912,0.8408,0.5851,0.1279,0.0
